pl_hostname,pl_letter,pl_name,pl_discmethod,pl_controvflag,pl_pnum,pl_orbper,pl_orbsmax,pl_orbeccen,pl_orbincl,pl_bmassj,pl_bmassprov,pl_radj,pl_dens,pl_ttvflag,pl_kepflag,pl_k2flag,pl_nnotes,ra_str,ra,dec_str,dec,st_dist,gaia_dist,st_optmag,st_optband,gaia_gmag,st_teff,st_mass,st_rad,rowupdate,pl_facility
Kepler-878,b,Kepler-878 b,Transit,0,1,25.9422033,,,,,,0.172,,0,1,0,1,19h01m11.09s,285.296197,+46d36m12.4s,46.603439,567,808.5,14.817,Kepler-band,14.79,5044,0.81,0.77,5/10/16,Kepler
Kepler-879,b,Kepler-879 b,Transit,0,1,33.3855938,,,,,,0.229,,0,1,0,1,19h43m13.58s,295.806573,+50d54m35.3s,50.909798,772,821.62,14.264,Kepler-band,14.238,5792,1.02,1.02,5/10/16,Kepler
KOI-142,d,Kepler-88 d,Radial Velocity,0,3,1403,,0.41,89,3.05046,Msin(i)/sin(i),,,0,1,0,0,19h24m35.54s,291.148088,+40d40m09.9s,40.669407,339,381.01,13.11,V (Johnson),13.105,5466,0.99,0.9,6/4/20,W. M. Keck Observatory
Kepler-880,b,Kepler-880 b,Transit,0,1,7.71468975,,,,,,0.237,,0,1,0,1,18h47m53.10s,281.971245,+43d40m22.0s,43.672771,673,611.85,12.082,Kepler-band,11.964,6761,1.46,1.74,5/10/16,Kepler
Kepler-881,b,Kepler-881 b,Transit,0,1,4.44448017,,,,,,0.159,,0,1,0,1,19h15m58.22s,288.992588,+46d40m14.7s,46.670753,1364,1431.56,15.216,Kepler-band,15.177,5961,1.06,1.09,5/10/16,Kepler
Kepler-882,b,Kepler-882 b,Transit,0,1,3.98953967,,,,,,0.11,,0,1,0,1,19h38m35.97s,294.649885,+43d20m08.1s,43.335587,525,512.04,14.083,Kepler-band,14.077,5476,0.9,0.87,5/10/16,Kepler
Kepler-883,b,Kepler-883 b,Transit,0,1,12.98495573,,,,,,0.159,,0,1,0,1,19h05m44.08s,286.433673,+50d18m01.2s,50.300327,549,638.99,13.029,Kepler-band,13.007,6116,1.06,1.09,5/10/16,Kepler
Kepler-884,b,Kepler-884 b,Transit,0,1,5.69919514,,,,,,0.11,,0,1,0,1,19h30m20.27s,292.584443,+49d55m23.4s,49.923161,420,323.7,13.069,Kepler-band,13.047,5715,1,0.94,5/10/16,Kepler
Kepler-885,b,Kepler-885 b,Transit,0,1,18.11472949,,,,,,0.223,,0,1,0,1,19h14m38.77s,288.661559,+49d44m13.9s,49.737206,632,663.71,12.841,Kepler-band,12.788,6187,1.21,1.35,5/10/16,Kepler
Kepler-886,b,Kepler-886 b,Transit,0,1,6.24146367,,,,,,0.136,,0,1,0,1,19h05m05.22s,286.271745,+43d35m42.8s,43.595234,857,726.19,13.939,Kepler-band,13.894,6098,1.1,1.16,5/10/16,Kepler
Kepler-887,b,Kepler-887 b,Transit,0,2,20.42228798,,,,,,0.164,,0,1,0,1,19h20m21.79s,290.090807,+39d49m01.2s,39.816989,831,909.77,13.47,Kepler-band,13.45,6194,1.19,1.29,5/10/16,Kepler
Kepler-887,c,Kepler-887 c,Transit,0,2,7.63846023,,,,,,0.101,,0,1,0,1,19h20m21.79s,290.090807,+39d49m01.2s,39.816989,831,909.77,13.47,Kepler-band,13.45,6194,1.19,1.29,5/10/16,Kepler
Kepler-888,b,Kepler-888 b,Transit,0,1,70.6979061,,,,,,0.157,,0,1,0,1,19h42m05.09s,295.521206,+49d44m19.1s,49.738632,413,425.98,13.046,Kepler-band,12.981,5875,0.97,0.9,5/10/16,Kepler
Kepler-889,b,Kepler-889 b,Transit,0,1,3.744439,,,,,,0.097,,0,1,0,1,19h25m52.16s,291.467319,+50d45m34.2s,50.759489,513,608.75,12.71,Kepler-band,12.68,5961,1.14,1.25,5/10/16,Kepler
Kepler-890,b,Kepler-890 b,Transit,0,1,52.75875577,,,,,,0.793,,0,1,0,1,19h13m44.58s,288.435745,+43d45m48.6s,43.763496,1387,1801.46,15.182,Kepler-band,15.136,5954,1.09,1.13,5/10/16,Kepler
Kepler-891,b,Kepler-891 b,Transit,0,1,53.44945593,,,,,,0.572,,0,1,0,1,19h24m20.11s,291.083797,+40d21m18.9s,40.355255,1372,2510.77,15.287,Kepler-band,15.273,5887,1.06,1.07,5/10/16,Kepler
Kepler-892,b,Kepler-892 b,Transit,0,1,13.7521072,,,,,,0.251,,0,1,0,1,18h52m31.11s,283.129641,+43d53m17.7s,43.888241,640,580.03,15.587,Kepler-band,15.59,4747,0.75,0.72,5/10/16,Kepler
Kepler-893,b,Kepler-893 b,Transit,0,1,6.33855761,,,,,,0.27,,0,1,0,1,18h59m51.13s,284.963031,+43d54m46.8s,43.913006,1216,1334.91,15.182,Kepler-band,15.174,5820,1,0.99,5/10/16,Kepler
Kepler-894,b,Kepler-894 b,Transit,0,1,9.803224,,,,,,0.248,,0,1,0,1,19h14m56.18s,288.734088,+46d56m21.8s,46.939396,1090,1202.7,15.439,Kepler-band,15.406,5603,0.87,0.85,5/10/16,Kepler
Kepler-895,b,Kepler-895 b,Transit,0,1,2.80624233,,,,,,0.137,,0,1,0,1,19h17m09.76s,289.290653,+51d24m32.0s,51.408891,516,548.46,15.988,Kepler-band,15.98,4315,0.65,0.61,5/10/16,Kepler
Kepler-896,b,Kepler-896 b,Transit,0,1,144.547396,,,,,,0.226,,0,1,0,1,18h49m45.40s,282.439182,+43d44m04.1s,43.734486,896,2515.44,15.481,Kepler-band,15.431,5262,0.84,0.81,5/10/16,Kepler
Kepler-897,b,Kepler-897 b,Transit,0,1,8.0472642,,,,,,0.213,,0,1,0,1,19h22m20.84s,290.586837,+51d41m45.0s,51.69582,1147,1589.05,15.068,Kepler-band,15.079,5839,1.03,1.04,5/10/16,Kepler
Kepler-898,b,Kepler-898 b,Transit,0,1,5.8706191,,,,,,0.133,,0,1,0,1,19h06m20.49s,286.585389,+46d52m15.3s,46.87093,479,491.62,15.961,Kepler-band,15.939,4223,0.65,0.62,5/10/16,Kepler
Kepler-899,b,Kepler-899 b,Transit,0,1,19.17891293,,,,,,0.239,,0,1,0,1,19h49m55.82s,297.48258,+40d40m50.8s,40.68078,1038,1291.28,15.401,Kepler-band,15.382,5595,0.93,0.91,5/10/16,Kepler
Kepler-9,b,Kepler-9 b,Transit,0,3,19.23891,0.143,0.0609,88.982,0.13655,Mass,0.74,0.42,1,1,0,1,19h02m17.76s,285.573981,+38d24m03.2s,38.400892,614,639.82,13.803,Kepler-band,13.781,5774,1.02,0.96,7/11/19,Kepler
Kepler-9,c,Kepler-9 c,Transit,0,3,38.9853,0.227,0.06691,89.188,0.09408,Mass,0.721,0.31,1,1,0,0,19h02m17.76s,285.573981,+38d24m03.2s,38.400892,614,639.82,13.803,Kepler-band,13.781,5774,1.02,0.96,7/11/19,Kepler
Kepler-9,d,Kepler-9 d,Transit,0,3,1.592851,0.0273,,,,,0.146,,0,1,0,0,19h02m17.76s,285.573981,+38d24m03.2s,38.400892,614,639.82,13.803,Kepler-band,13.781,5774,1.02,0.96,5/14/14,Kepler
KOI-351,i,Kepler-90 i,Transit,0,8,14.44912,,,89.2,,,0.118,,0,1,0,0,18h57m44.04s,284.433492,+49d18m18.6s,49.305161,780,869.51,13.804,Kepler-band,13.74,6080,1.2,1.2,12/14/17,Kepler
Kepler-900,b,Kepler-900 b,Transit,0,1,6.9913086,,,,,,0.186,,0,1,0,1,19h44m42.55s,296.177297,+46d59m56.5s,46.99902,505,494.43,14.94,Kepler-band,14.945,4836,0.78,0.73,5/10/16,Kepler
Kepler-901,b,Kepler-901 b,Transit,0,1,3.51749439,,,,,,0.122,,0,1,0,1,19h24m36.71s,291.152951,+40d53m15.0s,40.887497,241,255.73,14.699,Kepler-band,14.68,4184,0.59,0.57,5/10/16,Kepler
Kepler-902,b,Kepler-902 b,Transit,0,1,40.1099547,,,,,,0.227,,0,1,0,1,19h18m55.61s,289.731692,+46d57m13.8s,46.953823,904,1204.82,14.904,Kepler-band,14.858,5647,0.95,0.93,5/10/16,Kepler
Kepler-903,b,Kepler-903 b,Transit,0,2,10.3507721,,,,,,0.179,,0,1,0,1,19h15m05.04s,288.771018,+40d39m51.0s,40.664176,829,1425.27,14.659,Kepler-band,14.615,5682,0.98,0.97,5/10/16,Kepler
Kepler-903,c,Kepler-903 c,Transit,0,2,62.9228557,,,,,,0.226,,0,1,0,1,19h15m05.04s,288.771018,+40d39m51.0s,40.664176,829,1425.27,14.659,Kepler-band,14.615,5682,0.98,0.97,5/10/16,Kepler
Kepler-904,b,Kepler-904 b,Transit,0,1,3.02166863,,,,,,0.158,,0,1,0,1,19h15m17.50s,288.822916,+40d23m20.6s,40.389049,1151,1006.32,14.429,Kepler-band,14.392,6160,1.16,1.25,5/10/16,Kepler
Kepler-905,b,Kepler-905 b,Transit,0,1,5.08274652,,,,,,0.126,,0,1,0,1,19h20m12.27s,290.051123,+46d42m48.1s,46.713375,521,537.48,13.984,Kepler-band,13.95,5461,0.95,0.86,5/10/16,Kepler
Kepler-906,b,Kepler-906 b,Transit,0,1,41.6979976,,,,,,0.188,,0,1,0,1,19h25m37.33s,291.405561,+40d07m31.8s,40.125487,758,774.64,13.956,Kepler-band,13.918,6035,1.06,1.02,5/10/16,Kepler
Kepler-907,b,Kepler-907 b,Transit,0,1,15.86621821,,,,,,0.107,,0,1,0,1,19h01m54.38s,285.476589,+41d37m57.9s,41.63274,352,217.47,11.049,Kepler-band,11.462,6106,1.08,1.38,5/10/16,Kepler
Kepler-908,b,Kepler-908 b,Transit,0,1,1.34059747,,,,,,0.109,,0,1,0,1,19h41m17.40s,295.322517,+39d22m35.3s,39.376484,250,293.29,11.524,Kepler-band,11.465,5973,1.11,1.12,5/10/16,Kepler
Kepler-909,b,Kepler-909 b,Transit,0,1,13.93290318,,,,,,0.131,,0,1,0,1,19h18m01.53s,289.506358,+45d22m15.6s,45.370998,318,312.38,11.538,Kepler-band,11.51,6154,1.17,1.23,5/10/16,Kepler
Kepler-91,b,Kepler-91 b,Transit,0,1,6.24658,0.0731,,69.68,0.81,Mass,1.367,0.4,0,1,0,1,19h02m41.49s,285.672872,+44d07m00.2s,44.116734,1344.56,1344.56,12.495,Kepler-band,12.476,4550,1.31,6.3,10/15/15,Kepler
Kepler-910,b,Kepler-910 b,Transit,0,1,2.36436901,,,,,,0.073,,0,1,0,1,19h44m11.37s,296.047358,+42d44m34.8s,42.743006,402,404.88,11.6,Kepler-band,11.529,6230,1.26,1.5,5/10/16,Kepler
Kepler-911,b,Kepler-911 b,Transit,0,1,20.310501,,,,,,0.232,,0,1,0,1,19h54m21.40s,298.589186,+40d45m02.5s,40.750689,567,565.08,11.855,Kepler-band,11.829,6112,1.34,1.99,5/10/16,Kepler
Kepler-912,b,Kepler-912 b,Transit,0,1,2.53475627,,,,,,0.25,,0,1,0,1,19h52m26.69s,298.111206,+41d45m30.0s,41.758333,1265,2122.13,15.341,Kepler-band,15.326,5998,1.07,1.11,5/10/16,Kepler
Kepler-913,b,Kepler-913 b,Transit,0,1,10.29672521,,,,,,0.184,,0,1,0,1,19h50m19.95s,297.583122,+41d57m08.8s,41.952431,597,1019.26,15.767,Kepler-band,15.739,4687,0.63,0.61,5/10/16,Kepler
Kepler-914,b,Kepler-914 b,Transit,0,1,4.40966548,,,,,,0.123,,0,1,0,1,19h21m38.88s,290.412001,+44d53m57.6s,44.89933,678,770.44,13.574,Kepler-band,13.548,5877,1.1,1.15,5/10/16,Kepler
Kepler-915,b,Kepler-915 b,Transit,0,1,4.59489604,,,,,,0.134,,0,1,0,1,19h22m22.10s,290.592077,+45d44m13.7s,45.737137,806,870.34,13.298,Kepler-band,13.241,6173,1.21,1.38,5/10/16,Kepler
Kepler-916,b,Kepler-916 b,Transit,0,1,32.2968798,,,,,,0.157,,0,1,0,1,19h23m56.00s,290.983322,+45d58m23.9s,45.973301,769,850.86,15.2,Kepler-band,15.175,5248,0.85,0.81,5/10/16,Kepler
Kepler-917,b,Kepler-917 b,Transit,0,1,2.97041437,,,,,,0.17,,0,1,0,1,19h56m12.30s,299.05126,+47d56m57.4s,47.949284,1027,3976.23,15.759,Kepler-band,15.853,5418,0.8,0.76,5/10/16,Kepler
Kepler-918,b,Kepler-918 b,Transit,0,1,4.85386933,,,,,,0.155,,0,1,0,1,19h52m48.17s,298.200719,+48d16m04.2s,48.267838,1245,1055.16,14.971,Kepler-band,14.955,6028,1.11,1.14,5/10/16,Kepler
Kepler-919,b,Kepler-919 b,Transit,0,1,11.04603384,,,,,,0.201,,0,1,0,1,19h52m27.55s,298.114772,+48d29m39.9s,48.494404,1219,1155.94,14.681,Kepler-band,14.678,6113,1.15,1.21,5/10/16,Kepler
Kepler-92,b,Kepler-92 b,Transit,0,3,13.749,,,,0.202,Mass,0.313,,1,1,0,1,19h16m20.65s,289.086058,+41d33m46.6s,41.562941,484.62,484.62,11.565,Kepler-band,11.745,5883,,1.53,5/14/14,Kepler
Kepler-92,c,Kepler-92 c,Transit,0,3,26.723,,,,0.019,Mass,0.232,,1,1,0,1,19h16m20.65s,289.086058,+41d33m46.6s,41.562941,484.62,484.62,11.565,Kepler-band,11.745,5883,,1.53,5/14/14,Kepler
Kepler-92,d,Kepler-92 d,Transit,0,3,49.3568,,0.07,,,,0.184,,0,1,0,1,19h16m20.65s,289.086058,+41d33m46.6s,41.562941,484.62,484.62,11.565,Kepler-band,11.745,5883,,1.53,5/21/15,Kepler
Kepler-920,b,Kepler-920 b,Transit,0,2,6.53192704,,,,,,0.216,,0,1,0,1,18h57m11.27s,284.296949,+49d09m31.2s,49.158676,926,1031.12,15.28,Kepler-band,15.268,5403,0.89,0.85,5/10/16,Kepler
Kepler-920,c,Kepler-920 c,Transit,0,2,100.8274113,,,,,,0.339,,0,1,0,1,18h57m11.27s,284.296949,+49d09m31.2s,49.158676,926,1031.12,15.28,Kepler-band,15.268,5403,0.89,0.85,5/10/16,Kepler
Kepler-921,b,Kepler-921 b,Transit,0,1,51.300634,,,,,,0.256,,0,1,0,1,18h58m27.89s,284.616205,+49d11m26.9s,49.190811,847,960.22,14.739,Kepler-band,14.705,5663,0.93,0.91,5/10/16,Kepler
Kepler-922,b,Kepler-922 b,Transit,0,1,0.93846683,,,,,,0.127,,0,1,0,1,18h58m55.55s,284.731462,+49d31m59.5s,49.533195,558,544.76,13.757,Kepler-band,13.745,5671,0.95,0.93,5/10/16,Kepler
Kepler-923,b,Kepler-923 b,Transit,0,1,6.93366476,,,,,,0.123,,0,1,0,1,19h36m41.06s,294.171085,+40d03m18.6s,40.055165,966,1029.57,14.042,Kepler-band,14.012,5988,1.11,1.26,5/10/16,Kepler
Kepler-924,b,Kepler-924 b,Transit,0,1,61.0370117,,,,,,0.274,,0,1,0,1,19h22m40.44s,290.668512,+40d23m51.8s,40.397718,995,1085.72,14.171,Kepler-band,14.137,6167,1.14,1.23,5/10/16,Kepler
Kepler-925,b,Kepler-925 b,Transit,0,1,33.8678531,,,,,,0.209,,0,1,0,1,19h20m25.57s,290.106539,+40d29m26.4s,40.490657,623,621.59,15.81,Kepler-band,15.816,4673,0.77,0.72,5/10/16,Kepler
Kepler-926,b,Kepler-926 b,Transit,0,1,52.0688601,,,,,,0.206,,0,1,0,1,19h18m43.04s,289.679343,+40d42m01.7s,40.700466,771,945.6,14.279,Kepler-band,14.259,5806,1.01,1.01,5/10/16,Kepler
Kepler-927,b,Kepler-927 b,Transit,0,1,9.1149903,,,,,,0.153,,0,1,0,1,19h17m32.04s,289.38351,+41d23m33.7s,41.392695,879,852.01,14.63,Kepler-band,14.601,5743,0.99,0.99,5/10/16,Kepler
Kepler-928,b,Kepler-928 b,Transit,0,1,3.9324613,,,,,,0.142,,0,1,0,1,19h19m40.97s,289.920717,+41d32m34.2s,41.542828,532,516.28,15.32,Kepler-band,15.323,4700,0.73,0.7,5/10/16,Kepler
Kepler-929,b,Kepler-929 b,Transit,0,1,0.92103214,,,,,,0.099,,0,1,0,1,19h53m55.47s,298.481124,+41d36m55.2s,41.615332,820,1361.74,14.542,Kepler-band,14.504,5869,1.01,1.02,5/10/16,Kepler
Kepler-93,b,Kepler-93 b,Transit,0,2,4.72674,,0,89.18,0.0143,Mass,0.14,,0,1,0,2,19h25m40.39s,291.418281,+38d40m20.5s,38.672354,96.18,96.18,9.931,Kepler-band,9.862,5669,1.09,0.98,11/19/20,Kepler
Kepler-93,c,Kepler-93 c,Radial Velocity,0,2,1460,,,,3,Mass,,,0,1,0,0,19h25m40.39s,291.418281,+38d40m20.5s,38.672354,96.18,96.18,9.931,Kepler-band,9.862,5669,1.09,0.98,5/14/14,W. M. Keck Observatory
Kepler-930,b,Kepler-930 b,Transit,0,1,71.4517775,,,,,,0.19,,0,1,0,1,19h53m15.47s,298.314444,+42d14m50.8s,42.247434,905,869.53,13.781,Kepler-band,13.763,6335,1.25,1.4,5/10/16,Kepler
Kepler-931,b,Kepler-931 b,Transit,0,1,8.03755877,,,,,,0.119,,0,1,0,1,19h48m31.83s,297.132641,+42d46m05.7s,42.768253,490,,14.471,Kepler-band,14.488,5241,0.86,0.81,5/10/16,Kepler
Kepler-932,b,Kepler-932 b,Transit,0,1,1.9214374,,,,,,0.122,,0,1,0,1,19h47m48.49s,296.952062,+43d16m19.1s,43.271969,478,471.92,14.131,Kepler-band,14.136,5331,0.87,0.84,5/10/16,Kepler
Kepler-933,b,Kepler-933 b,Transit,0,1,14.20443009,,,,,,0.219,,0,1,0,1,19h18m16.48s,289.568659,+43d32m19.0s,43.538612,922,1047.37,15.469,Kepler-band,15.438,5346,0.87,0.84,5/10/16,Kepler
Kepler-934,b,Kepler-934 b,Transit,0,1,55.6738309,,,,,,0.186,,0,1,0,1,19h21m09.23s,290.288467,+43d45m19.2s,43.755322,603,619.5,15.061,Kepler-band,15.034,5001,0.81,0.77,5/10/16,Kepler
Kepler-935,b,Kepler-935 b,Transit,0,1,4.88083852,,,,,,0.12,,0,1,0,1,19h40m05.20s,295.021668,+46d37m09.2s,46.619217,482,478.27,14.925,Kepler-band,14.9,4830,0.78,0.73,5/10/16,Kepler
Kepler-936,b,Kepler-936 b,Transit,0,1,10.56134221,,,,,,0.129,,0,1,0,1,19h34m18.66s,293.577759,+46d44m10.8s,46.736347,687,,14.581,Kepler-band,14.789,5482,0.92,0.89,5/10/16,Kepler
Kepler-937,b,Kepler-937 b,Transit,0,2,67.668827,,,,,,0.332,,0,1,0,1,19h36m40.51s,294.168805,+46d42m52.6s,46.714611,1482,1645.01,15.224,Kepler-band,15.194,6095,1.15,1.22,5/10/16,Kepler
Kepler-937,c,Kepler-937 c,Transit,0,2,153.343364,,,,,,0.238,,0,1,0,1,19h36m40.51s,294.168805,+46d42m52.6s,46.714611,1482,1645.01,15.224,Kepler-band,15.194,6095,1.15,1.22,5/10/16,Kepler
Kepler-938,b,Kepler-938 b,Transit,0,1,52.6298417,,,,,,0.198,,0,1,0,1,19h39m09.39s,294.789143,+46d59m02.4s,46.98399,861,,15.004,Kepler-band,,5533,0.92,0.89,5/10/16,Kepler
Kepler-939,b,Kepler-939 b,Transit,0,1,14.878296,,,,,,0.156,,0,1,0,1,19h35m27.75s,293.865613,+47d01m36.6s,47.026829,1029,2228.62,15.534,Kepler-band,15.52,5471,0.88,0.85,5/10/16,Kepler
Kepler-94,b,Kepler-94 b,Transit,0,2,2.50806,,,,0.034,Mass,0.313,1.45,0,1,0,1,18h44m46.74s,281.194747,+47d29m49.7s,47.497148,192.97,192.97,12.895,Kepler-band,12.857,4781,0.81,0.76,5/14/14,Kepler
Kepler-94,c,Kepler-94 c,Radial Velocity,0,2,820.3,,,,9.836,Mass,,,0,1,0,0,18h44m46.74s,281.194747,+47d29m49.7s,47.497148,192.97,192.97,12.895,Kepler-band,12.857,4781,0.81,0.76,5/14/14,W. M. Keck Observatory
Kepler-940,b,Kepler-940 b,Transit,0,1,59.6225257,,,,,,0.298,,0,1,0,1,19h36m57.91s,294.241293,+47d16m33.5s,47.275982,1317,1306.2,15.517,Kepler-band,15.497,5769,0.97,0.96,5/10/16,Kepler
Kepler-941,b,Kepler-941 b,Transit,0,1,17.42395198,,,,,,0.275,,0,1,0,1,19h37m18.33s,294.326356,+47d13m03.4s,47.217613,1105,1122.42,15.601,Kepler-band,15.572,5539,0.89,0.86,5/10/16,Kepler
Kepler-942,b,Kepler-942 b,Transit,0,1,44.96417488,,,,,,0.19,,0,1,0,1,19h39m49.23s,294.955114,+44d08m59.3s,44.149818,218,217.72,13.054,Kepler-band,13.066,4861,0.81,0.75,5/10/16,Kepler
Kepler-943,b,Kepler-943 b,Transit,0,1,49.7701438,,,,,,0.529,,0,1,0,1,18h57m05.75s,284.273965,+41d32m06.1s,41.535023,1239,2473.02,15.64,Kepler-band,15.639,5612,0.93,0.91,5/10/16,Kepler
Kepler-944,b,Kepler-944 b,Transit,0,1,43.3167737,,,,,,0.235,,0,1,0,1,19h34m24.30s,293.601262,+42d22m47.1s,42.379761,1035,1401.83,15.737,Kepler-band,15.711,5409,0.86,0.83,5/10/16,Kepler
Kepler-945,b,Kepler-945 b,Transit,0,1,31.0033814,,,,,,0.235,,0,1,0,1,19h25m04.74s,291.269748,+42d05m45.8s,42.096046,1543,1731.27,15.898,Kepler-band,15.86,5718,0.97,0.97,5/10/16,Kepler
Kepler-946,b,Kepler-946 b,Transit,0,1,11.79162572,,,,,,0.172,,0,1,0,1,20h03m43.11s,300.929606,+44d01m43.6s,44.02879,918,1175.01,14.941,Kepler-band,14.923,5665,0.94,0.93,5/10/16,Kepler
Kepler-947,b,Kepler-947 b,Transit,0,1,26.9644317,,,,,,0.203,,0,1,0,1,19h37m28.01s,294.366727,+42d15m09.6s,42.252678,1188,1817.57,15.789,Kepler-band,15.752,5508,0.9,0.87,5/10/16,Kepler
Kepler-948,b,Kepler-948 b,Transit,0,1,7.76846622,,,,,,0.165,,0,1,0,1,19h33m12.06s,293.300231,+41d31m24.0s,41.523338,884,890.06,14.8,Kepler-band,14.786,5679,0.96,0.94,5/10/16,Kepler
Kepler-949,b,Kepler-949 b,Transit,0,1,8.6893073,,,,,,0.26,,0,1,0,1,19h54m25.89s,298.607876,+46d27m13.3s,46.453682,572,492.95,14.548,Kepler-band,14.508,5403,0.89,0.86,5/10/16,Kepler
Kepler-95,b,Kepler-95 b,Transit,0,1,11.5231,,,,0.041,Mass,0.305,1.71,0,1,0,1,18h57m55.79s,284.482459,+44d23m52.9s,44.398037,451.38,451.38,12.346,Kepler-band,12.304,5699,1.08,1.41,5/14/14,Kepler
Kepler-950,b,Kepler-950 b,Transit,0,1,98.7180406,,,,,,0.801,,0,1,0,1,19h11m49.58s,287.956566,+41d07m49.2s,41.130329,1489,2313.32,15.7,Kepler-band,15.681,5857,1.02,1.02,5/10/16,Kepler
Kepler-951,b,Kepler-951 b,Transit,0,1,71.52530845,,,,,,0.499,,0,1,0,1,19h10m57.01s,287.73756,+38d06m52.4s,38.114567,408,386.75,14.521,Kepler-band,14.491,4834,0.77,0.73,5/10/16,Kepler
Kepler-952,b,Kepler-952 b,Transit,0,1,130.3546919,,,,,,0.682,,0,1,0,1,19h01m29.27s,285.371949,+41d59m38.1s,41.993912,1167,1354.85,15.254,Kepler-band,15.188,5730,1,0.99,5/10/16,Kepler
Kepler-953,b,Kepler-953 b,Transit,0,2,88.40655258,,,,,,0.376,,0,1,0,1,19h15m53.20s,288.971662,+44d37m28.3s,44.624531,240,1123.79,12.16,Kepler-band,12.143,5416,0.95,0.99,5/10/16,Kepler
Kepler-953,c,Kepler-953 c,Transit,0,2,9.10967112,,,,,,0.106,,0,1,0,1,19h15m53.20s,288.971662,+44d37m28.3s,44.624531,240,1123.79,12.16,Kepler-band,12.143,5416,0.95,0.99,5/10/16,Kepler
Kepler-954,b,Kepler-954 b,Transit,0,1,16.78176602,,,,,,0.207,,0,1,0,1,19h43m26.25s,295.859378,+47d56m22.2s,47.93951,224,217.16,12.971,Kepler-band,12.943,4990,0.82,0.76,5/10/16,Kepler
Kepler-955,b,Kepler-955 b,Transit,0,1,14.53244172,,,,,,0.279,,0,1,0,1,19h13m53.15s,288.471458,+40d16m11.3s,40.269795,637,559.19,14.625,Kepler-band,14.627,5350,0.89,0.84,5/10/16,Kepler
Kepler-956,b,Kepler-956 b,Transit,0,1,5.24867263,,,,,,0.268,,0,1,0,1,19h30m07.39s,292.530806,+49d03m42.1s,49.061707,631,553.64,13.345,Kepler-band,13.289,6040,1.1,1.15,5/10/16,Kepler
Kepler-957,b,Kepler-957 b,Transit,0,1,5.90741354,,,,,,0.491,,0,1,0,1,19h20m37.52s,290.156346,+48d49m08.4s,48.818996,749,844.37,15.625,Kepler-band,15.691,4963,0.81,0.75,5/10/16,Kepler
Kepler-958,b,Kepler-958 b,Transit,0,1,9.7678805,,,,,,0.184,,0,1,0,1,19h09m01.60s,287.256685,+46d04m00.4s,46.066769,467,455.69,13.766,Kepler-band,13.73,5421,0.91,0.86,5/10/16,Kepler
Kepler-959,b,Kepler-959 b,Transit,0,1,14.80074836,,,,,,0.391,,0,1,0,1,19h28m41.08s,292.171168,+40d48m41.0s,40.811382,1003,826.76,12.538,Kepler-band,12.466,7005,1.6,2.01,5/10/16,Kepler
Kepler-96,b,Kepler-96 b,Transit,0,1,16.2385,,,,0.027,Mass,0.238,2.26,0,1,0,1,19h48m16.71s,297.069643,+40d31m30.5s,40.525141,123.32,123.32,10.297,Kepler-band,10.297,5690,1,1.02,5/14/14,Kepler
Kepler-960,b,Kepler-960 b,Transit,0,1,3.12686223,,,,,,0.204,,0,1,0,1,18h45m49.72s,281.457163,+46d44m47.3s,46.746468,298,287.28,13.884,Kepler-band,13.841,4755,0.77,0.72,5/10/16,Kepler
Kepler-961,b,Kepler-961 b,Transit,0,1,16.87727414,,,,,,0.227,,0,1,0,1,18h48m08.52s,282.035496,+43d37m52.6s,43.631268,607,583.96,14.101,Kepler-band,14.043,5582,0.96,0.9,5/10/16,Kepler
Kepler-962,b,Kepler-962 b,Transit,0,1,12.05707239,,,,,,0.176,,0,1,0,1,19h41m15.15s,295.313145,+46d14m15.0s,46.237488,439,416.43,13.576,Kepler-band,13.558,5478,0.93,0.86,5/10/16,Kepler
Kepler-963,b,Kepler-963 b,Transit,0,1,9.97683705,,,,,,0.237,,0,1,0,1,19h47m00.71s,296.752973,+45d02m28.0s,45.0411,786,788.83,14.943,Kepler-band,14.912,5461,0.91,0.87,5/10/16,Kepler
Kepler-964,b,Kepler-964 b,Transit,0,1,13.5225106,,,,,,0.189,,0,1,0,1,19h41m12.02s,295.30009,+40d33m23.7s,40.556591,478,460.62,13.895,Kepler-band,13.903,5427,0.93,0.84,5/10/16,Kepler
Kepler-965,b,Kepler-965 b,Transit,0,1,134.2527298,,,,,,0.302,,0,1,0,1,19h54m03.68s,298.515338,+41d53m28.3s,41.891205,618,592.73,13.35,Kepler-band,13.333,5886,1.05,1.15,5/10/16,Kepler
Kepler-966,b,Kepler-966 b,Transit,0,1,99.747622,,,,,,0.368,,1,1,0,1,19h49m04.94s,297.270578,+50d07m18.5s,50.121811,773,1058.9,14.422,Kepler-band,14.444,5840,1.02,1.02,5/10/16,Kepler
Kepler-967,b,Kepler-967 b,Transit,0,2,13.22713379,,,,,,0.21,,0,1,0,1,19h06m13.94s,286.558075,+38d24m19.3s,38.40536,499,372.18,14.443,Kepler-band,14.451,5178,0.84,0.8,5/10/16,Kepler
Kepler-967,c,Kepler-967 c,Transit,0,2,198.7112502,,,,,,0.326,,0,1,0,1,19h06m13.94s,286.558075,+38d24m19.3s,38.40536,499,372.18,14.443,Kepler-band,14.451,5178,0.84,0.8,5/10/16,Kepler
